cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
919,Person with cardiac arrhythmia,"The first condition record of cardiac arrhythmia, which is followed by another cardiac arrhythmia condition record, at least two drug records for a drug used to treat arrhythmias, or a procedure to treat arrhythmias",197320,,2023-09-20,2023-09-20
920,"Total cardiovascular disease events (ischemic stroke, hemorrhagic stroke, heart failure, acute myocardial infarction or sudden cardiac death)","A condition record of ischemic stroke, hemorrhagic stroke, heart failure, acute myocardial infarction or sudden cardiac death during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes",197320,,2023-09-20,2023-09-20
921,Cardiovascular-related mortality,"Death record with at least 1 cardiovascular-related condition record (myocardial infarction, ischemic stroke, intracranial hemorrhage, sudden cardiac death, hospitalization for heart failure) in 30 days prior to death",197320,https://forums.ohdsi.org/t/16067,2023-09-20,2023-09-20
922,Persons with chest pain or angina,The first condition record of chest pain or angina,"435503, 439777, 441269",https://forums.ohdsi.org/t/17856,2023-09-20,2023-09-20
923,Persons with chronic kidney disease,"The first condition record of chronic kidney disease, which is followed by either another chronic kidney disease condition record or a dialysis procedure or observation","435503, 439777, 441269",https://forums.ohdsi.org/t/17856,2023-09-20,2023-09-20
924,Coronary heart disease events (acute myocardial infarction or sudden cardiac death),A condition record of acute myocardial infarction or sudden cardiac death during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes,"437579, 4103295",,2023-09-20,2023-09-20
925,Cough events,Cough condition record of any type successive records with > 90 day gap are considered independent episodes,"321042, 437579, 4103295",,2023-09-20,2023-09-28
927,Persons with dementia,The first condition record of dementia,4182210,,2023-09-20,2023-10-03
928,Persons with depression,"The first condition record of depression, which is followed by another depression condition record, at least two drugs used to treat depression without another indication, or two psychotherapy procedures",377556,,2023-09-20,2023-09-20
929,Edema events,Edema condition record of any type successive records with > 180 day gap are considered independent episodes,"374053, 377889",,2023-09-20,2023-10-03
930,Persons with end stage renal disease,"The first condition record of end stage renal disease, which is followed by either another end stage renal disease condition record or a dialysis procedure or observation within 90 days","138525, 194133",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
931,Fall events,Fall condition record of any type successive records with > 180 day gap are considered independent episodes,"134736, 194133",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
932,Persons with gout,The first condition record of gout,200219,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
933,Headache events,Headache condition record of any type successive records with > 30 day gap are considered independent episodes,"197381, 4306292",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
934,Persons with heart failure,"The first condition record of heart failure, which is followed by at least 1 heart failure condition record in the following year","78232, 80180",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
935,Hemorrhagic stroke (intracerebral bleeding) events,"Intracranial, cerebral or subarachnoid hemorrhage condition record during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes",194997,,2023-09-20,2023-09-20
936,Persons with hepatic failure,"The first condition record of hepatic failure, necrosis, or coma","320116, 4138837",,2023-09-20,2023-09-20
938,Hospitalization with heart failure events,Inpatient or ER visits with heart failure condition record all qualifying inpatient visits occurring > 7 days apart are considered independent episodes,"79908, 138965, 139803, 380995, 443904",https://forums.ohdsi.org/t/17769,2023-09-20,2023-09-20
939,Hospitalization with preinfarction syndrome events,Inpatient or ER visits with preinfarction syndrome condition record all qualifying inpatient visits occurring > 7 days apart are considered independent episodes,"201820, 201826",https://forums.ohdsi.org/t/15764,2023-09-20,2023-09-20
940,Hyperkalemia events,Condition record for hyperkalemia or potassium measurements > 5.6 mmol/L successive records with >90 day gap are considered independent episodes,"313217, 44784217",,2023-09-20,2023-09-24
941,Hypokalemia events,Hypokalemia condition record of any type successive records with > 90 day gap are considered independent episodes,"138384, 140673",,2023-09-20,2023-09-20
942,Hypomagnesemia events,Hypomagnesemia condition record of any type successive records with > 90 day gap are considered independent episodes,"78474, 80767, 137809",,2023-09-20,2023-09-20
943,Persons with impotence,The first condition record of impotence,4245975,,2023-09-20,2023-09-20
944,Ischemic stroke events,Ischemic stroke condition record during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes,194990,,2023-09-20,2023-09-20
945,Persons with a malignant neoplasm other than non-melanoma skin cancer,"The first condition record of a malignant neoplasm, with at least 2 conditions records for one of 17 leading cancer (breast, prostate, lung, colorectal, bladder, ovary, uterus, thyroid, kidney, brain, pancreas, liver, multiple myeloma, leukemia, melanoma, myelodysplastic syndrome)",194990,,2023-09-20,2023-09-20
946,Persons with measured renal dysfunction,The first creatinine measurement with value > 3 mg/dL,4245975,,2023-09-20,2023-09-20
947,Persons with neutropenia or agranulocytosis,The first condition record of neutropenia or agranulocytosis,"79908, 139803, 443904",https://forums.ohdsi.org/t/17769,2023-09-20,2023-09-20
948,Rash events,Rash condition record of any type successive records with > 90 day gap are considered independent episodes,"79864, 437038",,2023-09-20,2023-09-24
950,Rhabdomyolysis events,Rhabdomyolysis condition record or muscle disorder condition record with creatine measurement 5*ULN during an inpatient or ER visit successive records with >90 day gap are considered independent episodes,192671,,2023-09-20,2023-09-20
953,Sudden cardiac death events in inpatient,Sudden cardiac death condition record during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes,"197607, 4302555",,2023-09-20,2023-09-24
954,Syncope events,Syncope condition record of any type successive records with > 180 day gap are considered independent episodes,377252,https://forums.ohdsi.org/t/18236,2023-09-20,2023-09-20
955,Persons with thrombocytopenia,The first condition record of thrombocytopenia,376938,https://forums.ohdsi.org/t/18236,2023-09-20,2023-09-20
956,Transient ischemic attack events,Transient ischemic attack condition record during an inpatient or ER visit successive records with > 30 day gap are considered independent episodes,4112970,https://forums.ohdsi.org/t/18236,2023-09-20,2023-09-20
957,Persons with type 2 diabetes mellitus,"The first condition record of Type 2 Diabetes Mellitus, which is followed by another Type 2 Diabetes Mellitus condition record, at least 2 drugs used to treat Type 2 diabetes, or at least 2 HbA1c measurements with value > 6.5%","4216000, 4246137",https://forums.ohdsi.org/t/18236,2023-09-20,2023-09-20
963,Vomiting events,Vomiting condition record of any type successive records with > 30 day gap are considered independent episodes,"25297, 4226263",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
964,Persons with chronic kidney disease with 2+ diagnoses across 30d or 2+ dialysis,Persons with chronic kidney disease with 2+ diagnoses across 30d or 2+ dialysis,314754,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
965,,"Condition record of acute myocardial infarction, hemorrhagic or ischemic stroke or sudden cardiac death during an inpatient or ER visit","253506, 255848",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
967,,3-Point MACE $+$ inpatient or ER visit (hospitalization) with heart failure condition record,4023572,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
976,,First hemoglobin A1c measurement with value $\le$ 7\%,317009,,2023-09-20,2023-09-24
979,,Inpatient or ER visit with heart failure condition record,"441542, 442077",,2023-09-20,2023-09-24
980,Coronary Vessel Revascularization,Procedure record of percutaneous coronary intervention or coronary artery bypass grafting during an inpatient or ER visit,"4283892,4336464",,2023-09-20,2023-10-04
982,Stroke (ischemic or hemorrhagic) in inpatient,Condition record of hemorrhagic or ischemic stroke during an inpatient or ER visit,"134438, 45766714",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
986,,Condition record of acute pancreatitis during an inpatient or ER visit,,,2023-09-20,2023-09-20
989,Bladder Cancer,Malignant tumor of urinary bladder condition record of any type limited to earliest event per person,,,2023-09-20,2023-10-05
990,Bone Fracture,Bone fracture condition record of any type successive records with > 90 day gap are considered independent episodes,75053,,2023-09-20,2023-10-04
991,Breast cancer Malignant tumor of breast,Malignant tumor of breast condition record of any type limited to earliest event per person,"197925, 4245614",,2023-09-20,2023-09-24
992,,Diabetic ketoacidosis condition record during an inpatient or ER visit,261687,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
993,,Diarrhea condition record of any type successive records with > 30 day gap are considered independent episodes,"4209223, 4285898, 42537251",https://forums.ohdsi.org/t/17895,2023-09-20,2023-10-09
994,Genitourinary infection,Condition record of any type of genital or urinary tract infection during an outpatient or ER vists,"24660, 4083666",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-25
996,Hypoglycemia,Hypoglycemia condition record of any type successive records with > 90 day gap are considered independent episodes,"257007, 4320791",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
997,Hypotension,Hypotension condition record of any type successive records with > 90 day gap are considered independent episodes,"24969, 260134",https://forums.ohdsi.org/t/17895,2023-09-20,2023-10-09
998,,Joint pain condition record of any type successive records with > 90 days gap are considered independent episodes,4096682,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
999,Lower extremity amputation,Procedure record of below knee lower extremity amputation during inpatient or outpatient visit,"261600, 4078925",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
1000,,Nausea condition record of any type successive records with > 30 day gap are considered independent episodes,"319049, 4256228",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
1001,Peripheral edema,Edema condition record of any type successive records with > 180 day gap are considered independent episodes,"319049, 4256228",https://forums.ohdsi.org/t/17895,2023-09-20,2023-10-16
1002,Photosensitivity,Condition record of drug-induced photosensitivity during any type of visit,254061,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
1003,Renal Cancer,Primary malignant neoplasm of kidney condition record of any type limited to earliest event per person,73754,https://forums.ohdsi.org/t/18236,2023-09-20,2023-09-24
1004,Thyroid tumor,Neoplasm of thyroid gland condition record of any type limited to earliest event per person,4131909,,2023-09-20,2023-10-05
1005,Venous thromboembolism,Venous thromboembolism condition record of any type successive records with > 180 day gap are considered independent episodes,"72404, 72711",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
1006,Vomiting,Vomiting condition record of any type successive records with > 30 day gap are considered independent episodes,"435524, 442588",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
1007,Earliest event of Epilepsy,Earliest occurrence of Epilepsy indexed on diagnosis date cohort exit is the end of continuous observation.,"197684, 4021780",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
1009,Earliest event of Treatment resistant depression (TRD),"Depression disorder patients indexed on prescription date of a first-line anti-depressant preceded by at least two prior first-line anti-depressants) or indexed on an antipsychotic preceded by a first-line anti-depressant or indexed on use of esketamine preceded by a first-line anti-depressant subset to the earliest entry with a depressive disorder diagnosis in the prior year and no history of mania, dementia, or psychosis requiring continuous enrollment for the year preceding the index date and the year preceding the depression diagnosis cohort exit is the end of continuous observation.","25297, 28060, 4226263",,2023-09-20,2023-10-04
